"","probabilities_test"
100987,0.0852114918120116
100997,0.0610003450073414
100998,0.145502040019963
101002,0.0482557023315051
101005,0.192099656069005
101008,0.269098178847977
101020,0.0616250148109677
101021,0.0447919037214201
101024,0.0606477623684024
101025,0.290462176266521
101026,0.0185264754473862
101031,0.0184120786180292
101041,0.0135543688555549
101051,0.00754094422838357
101055,0.0345473517875781
101056,0.517304991335928
101057,0.100862551975697
101064,0.0753141268897384
101079,0.131451162470065
101087,0.0336470747277607
101090,0.0413569710375698
101092,0.073644720562334
101097,0.0867231159051434
101099,0.0194920810768681
101107,0.11576402862382
101118,0.0926993637185439
101125,0.123523833423388
101126,0.0281498125542027
101128,0.0240968001794005
101136,0.167277930788162
101140,0.0840392361102334
101149,0.118283302495532
101160,0.199611673264595
101169,0.0999617982481867
101181,0.0723125655647433
101186,0.0174940690396777
101190,0.0207697327430695
101193,0.0923331453629832
101194,0.21540382763272
101198,0.0742164143673756
101200,0.0491216967168143
101204,0.0205208564794183
101211,0.0803079144374314
101213,0.0838066166725714
101223,0.0726219928770093
101225,0.137591363162566
101237,0.125671082497718
101243,0.103037198317185
101244,0.0755036104514615
101258,0.0323629279550713
101259,0.141783119348489
101268,0.178973194103062
101269,0.0208363881586557
101271,0.0494225220955987
101279,0.0352090624160018
101281,0.119806456578945
101287,0.0240616856261254
101292,0.0778792385245603
101294,0.0554487378609967
101296,0.153099094889503
101297,0.0130893629127111
101299,0.0331752642684183
101301,0.0552925544698305
101305,0.0796447555614194
101308,0.0611479252886512
101318,0.0141835704170877
101327,0.212192848470012
101329,0.0299290241230546
101332,0.112855173885068
101337,0.0513489809287541
101343,0.017103621434982
101345,0.0307485770497446
101346,0.0178823330191876
101353,0.0225803613858853
101354,0.158896023781995
101355,0.201446653101225
101356,0.0541294077538835
101362,0.0351061062213777
101363,0.286089618975841
101365,0.0258808203958676
101366,0.0570390010308083
101367,0.218921154812869
101368,0.0321740972642367
101374,0.151175964519044
101380,0.0134341326513946
101383,0.0290044977094239
101398,0.0417622710072486
101399,0.117424555745705
101401,0.252213262304579
101412,0.0394562696200002
101426,0.134914635982696
101427,0.535253057059414
101428,0.245004689996813
101429,0.277865369436641
101434,0.0223514096223951
101440,0.120431433017844
101448,0.127450955449236
101449,0.0936202112080481
101465,0.0343152398233052
101467,0.025707145518171
101472,0.0562280592870118
101478,0.21863395722344
101497,0.0506037951638375
101504,0.117905920904763
101547,0.0243955363359538
101548,0.111759416517025
101555,0.0662974573635438
101570,0.0235846024838353
101572,0.103688890006346
101578,0.0417466629104107
101580,0.157055016415916
101588,0.111416179929075
101602,0.0296859259055441
101610,0.12527327695449
101614,0.163144184536409
101616,0.023061349653308
101643,0.20780955290726
101644,0.088572713932907
101649,0.0320874714502197
101650,0.0675707781236151
101665,0.0104494811245243
101667,0.11193293776507
101669,0.0793262212641286
101674,0.110547678309066
101675,0.0070567057276367
101678,0.0595936976030396
101682,0.0979977716611984
101686,0.038861056255008
101697,0.256752290357585
101700,0.372899719887818
101711,0.0386886196816616
101714,0.055268702602655
101715,0.350072459679898
101728,0.0463205682492174
101732,0.130452962856309
101757,0.181215180290048
101758,0.0495073807563481
101759,0.0494274336516204
101762,0.0113357863778478
101764,0.0754300185065324
101780,0.453410037654468
101784,0.023321206781978
101789,0.0270405499696203
101816,0.0968448273348794
101819,0.0405482881917943
101827,0.00811941352091968
101863,0.0789878127159136
101867,0.0712887156532408
101870,0.035976936334511
101873,0.318607512544522
101878,0.12554228215645
101879,0.0539237019379395
101880,0.0373561156046055
101887,0.0622380755854661
101897,0.0275874829848596
101901,0.112362638406141
101903,0.137009555920548
101920,0.0281109599371533
101921,0.019645465843552
101922,0.0199199598940559
101961,0.178753713646878
101962,0.0114196605449042
101971,0.0340752391098106
101976,0.161736587154054
102002,0.130078308343913
102005,0.0207009855839903
102007,0.373310026047983
102017,0.014926608919119
102019,0.0717397942616017
102029,0.0382270047252569
102051,0.208902031016833
102052,0.0165558888937854
102054,0.0253700862955491
102062,0.0623964212080871
102067,0.231319987124736
102068,0.081409804787337
102070,0.0645796605770836
102090,0.0441239666116034
102092,0.0889740780884525
102099,0.0376893897322071
102100,0.0442158871223204
102112,0.136764162119819
102113,0.0160218417211857
102122,0.151167902526036
102123,0.0620047471461295
102125,0.0624435786413447
102126,0.26110513452311
102146,0.0278418617842749
102147,0.119062996022403
102151,0.0272373537370198
102158,0.115118649829327
102159,0.0466197551904234
102162,0.0477311952288118
102165,0.0358869555542927
102166,0.0322325918935575
102174,0.0168538709936093
102193,0.288159678149376
102198,0.0444012010710019
102205,0.155825405906064
102206,0.0115785506900109
102218,0.0196964472044149
102221,0.027806093284829
102230,0.0952565700734638
102238,0.0632041440582738
102248,0.028841965097655
102252,0.138640547483391
102259,0.0433806448659796
102262,0.153140311602205
102273,0.0864357630642484
102286,0.0819391766529704
102293,0.0180145272453847
102294,0.047535107175361
102296,0.0730928311288968
102298,0.0652786457438304
102303,0.0181513988670426
102309,0.0240098038357749
102315,0.0733295383757752
102340,0.0424908109737265
102342,0.238266276231624
102344,0.0582424512127766
102346,0.0531772010342918
102347,0.0248890756861823
102374,0.0178631703572747
102380,0.0195764916073702
102387,0.0633206710892345
102393,0.0432382534406423
102403,0.0241243421883645
102413,0.03759679454564
102414,0.0223392156063145
102415,0.0810764594339439
102416,0.0989643887949839
102439,0.0532671299038195
102441,0.0264998409284484
102443,0.0114926913880995
102444,0.0554032957787208
102445,0.146092930598718
102448,0.0505593463988872
102449,0.0750252255019409
102450,0.211241998458538
102456,0.024277319828736
102458,0.0491232066456673
102459,0.0944572654180094
102465,0.027713344015354
102470,0.12504439344218
102471,0.0304179792523592
102475,0.0630358982621843
102476,0.186897208519605
102506,0.0756940206098445
102509,0.0731506915288887
102519,0.0137847058581877
102522,0.0844496627109861
102545,0.0273484191585974
102549,0.0704668252005621
102562,0.0100622198725715
102563,0.0100738364538055
102568,0.207376855249843
102582,0.0796496425221447
102592,0.0220573759647394
102597,0.128954927389077
102605,0.0283360453137409
102614,0.0187197503936646
102617,0.163645623232414
102634,0.0891396480526859
102652,0.0533509428491586
102655,0.0171346914503909
102671,0.0906166212268306
102694,0.327033688774448
102701,0.0470369654715293
102703,0.00974666070471269
102704,0.0354558840480252
102713,0.0104862514297781
102720,0.134451095203248
102731,0.0166799400592693
102733,0.0233046735884796
102749,0.0348394817782713
102755,0.14755020754311
102763,0.0442569160643897
102770,0.022663511118454
102772,0.139210371641785
102799,0.099213143252306
102838,0.018191661604435
102854,0.0338013221415307
102862,0.213617344669758
102863,0.0292130615121614
102867,0.0181892241942889
102868,0.0150183296912576
102878,0.122031293414482
102887,0.0487442166896605
102898,0.381270643725321
102904,0.0920080000251694
102912,0.0503925464988217
102919,0.0413918244767925
102927,0.156654371534046
102932,0.0956879081798639
102933,0.18402116761344
102935,0.0117463125850647
102958,0.0602971716242459
102969,0.202320985999432
102971,0.0320364489655478
102975,0.0421097325950752
102979,0.0519132083244788
102982,0.0165961446265069
102987,0.249612637455005
102989,0.0564989874742815
102995,0.0751424734204214
102996,0.032429111001888
103000,0.0503529996746437
103001,0.0773412360304879
103004,0.0351241655777814
103010,0.0281242894821961
103025,0.325067074276402
103029,0.0201300589842766
103046,0.0866779553195293
103056,0.0176049715336873
103062,0.226124903502979
103078,0.0268387244812441
103083,0.013024779786792
103092,0.0683375553991736
103096,0.0677115962809984
103097,0.105130338928923
103102,0.179148997570281
103112,0.0919923679937792
103132,0.0272838841928488
103144,0.0664363849108819
103145,0.079748706081176
103146,0.0238005803380183
103147,0.0932045991992709
103158,0.0118344141741405
103171,0.063255093320222
103173,0.0352938076952382
103184,0.0230880605343945
103195,0.153610304746066
103196,0.0706795121015804
103206,0.00528802616845041
103230,0.324013272560851
103231,0.271741862838034
103232,0.0301909923907648
103239,0.174103436804066
103240,0.165041114059886
103243,0.0287939137058694
103252,0.120891856771611
103258,0.0243711578939722
103259,0.17106073246013
103279,0.0496369098198456
103280,0.00936128264925706
103286,0.0420260245535907
103287,0.374993663424369
103290,0.0264256459569053
103298,0.0333997826055906
103315,0.0161983785603392
103319,0.0944747070992165
103334,0.0900495920072332
103336,0.082583048371609
103345,0.0630198214825037
103368,0.0478605619617916
103371,0.169237406467077
103377,0.0376522625932461
103398,0.0411813276980377
103404,0.0888811410553914
103408,0.322569618344991
103410,0.0514898510966115
103418,0.0241869059239924
103420,0.162717893001341
103432,0.0944363460532081
103433,0.0214108973361981
103436,0.0221815560407848
103440,0.0427805529284436
103453,0.00874816209059509
103459,0.0384915914834899
103460,0.0378698735824343
103461,0.0180990300532569
103462,0.0241125009126774
103473,0.077990844758791
103474,0.0109196568914919
103475,0.212620286842617
103478,0.0466591278557708
103480,0.0674187313920455
103484,0.0218017369023014
103494,0.147849158438457
103513,0.0767731234857422
103515,0.0644033705238167
103516,0.299934113446734
103525,0.225545778565702
103541,0.255205804414975
103544,0.0403956553386023
103562,0.293154454077003
103570,0.286277110451834
103572,0.0790395037084973
103574,0.020187055532906
103575,0.027612646373363
103591,0.090865466629971
103594,0.0296491500534147
103609,0.0411706857390642
103613,0.181569294993922
103614,0.0439870859065553
103615,0.0602048291474014
103624,0.0345806572582402
103625,0.230271463447354
103628,0.203730291710186
103629,0.00663149260855924
103647,0.0969533064658575
103648,0.145753263716984
103651,0.0710118434388266
103658,0.0296098443711276
103668,0.123226850240961
103669,0.0669594511682038
103676,0.0142609698549723
103682,0.0930550709952172
103683,0.029840895768864
103689,0.0200721847936177
103725,0.123839992949058
103733,0.138779704784439
103744,0.0478232565876312
103762,0.0657282370222047
103771,0.422690007406838
103773,0.00589231351692148
103783,0.0887622198819193
103784,0.0390585190481055
103808,0.0188062708904182
103812,0.0962369393193933
103813,0.0248793677782982
103814,0.072881810525905
103818,0.11166458027208
103824,0.0211428203750107
103828,0.0129387972390374
103830,0.411027675706869
103840,0.0167648038290481
103842,0.132547700845905
103847,0.166691869678051
103848,0.125333908094513
103851,0.0174562820767029
103854,0.129654690769462
103857,0.123901303539773
103861,0.00981825685015226
103862,0.0689614141725937
103865,0.0665688813771078
103870,0.0176657309659644
103876,0.0331578400581889
103891,0.445032816987239
103908,0.121031126963609
103914,0.0970540929263338
103918,0.178992471441777
103940,0.0199772138493672
103963,0.171760264606552
103966,0.0957147950573184
103971,0.0572264938146102
103980,0.106976127671584
103984,0.0586043450841451
103985,0.0134049931971874
103998,0.165452618197302
104019,0.0148766224103724
104026,0.0294634838711212
104035,0.100816603783049
104044,0.0605431572423031
104045,0.0862065349618166
104047,0.181070597582084
104051,0.0317787199563705
104058,0.0775007923998888
104063,0.0253455667258877
104066,0.14768867681552
104087,0.0403897310279897
104089,0.149098193038864
104095,0.0338940534152499
104098,0.263699135487791
104104,0.0198605616724219
104110,0.221489808120933
104120,0.0488203643672003
104122,0.0486813920819483
104131,0.0327821228379249
104132,0.0570666592654556
104135,0.0610798636612838
104136,0.0253702671637566
104149,0.0987371992892211
104150,0.0551331048505082
104156,0.0937230645693303
104165,0.225080021691833
104175,0.0334523801271412
104179,0.111185869756908
104184,0.0991528218718633
104206,0.0232194061832209
104216,0.380711982998955
104230,0.081009476730018
104257,0.0467766203163875
104272,0.0293446603855321
104273,0.193246434409646
104278,0.0279360437133917
104294,0.163805692296815
104295,0.0290894225098211
104297,0.052018349893501
104298,0.0483376468529615
104308,0.106483923987802
104318,0.0123054038797376
104319,0.108406216655751
104320,0.184353150618229
104327,0.0841536792361426
104334,0.0360526682776238
104344,0.0457132653123768
104350,0.0205439736544187
104351,0.0833082876192369
104354,0.0590823858946292
104369,0.143084640538521
104376,0.172032711060937
104381,0.0381117823374303
104384,0.0619078035598943
104391,0.0277165559253199
104394,0.0248286314088343
104398,0.255172216880927
104402,0.016495838292551
104408,0.0372025862097254
104409,0.0174296608076532
104410,0.197370080912763
104412,0.0671912447438481
104417,0.106591694969537
104424,0.035915810634767
104426,0.033674236347653
104435,0.0210566735993263
104445,0.00889825701621919
104458,0.0376917168593175
104460,0.0318526149719725
104466,0.0261802999705671
104472,0.0503701705056086
104473,0.0974102945398877
104479,0.0140328532469197
104480,0.042984222289886
104482,0.0578682127389466
104499,0.0223364946559315
104501,0.0231246730631551
104502,0.0220674398779675
104506,0.135283993310599
104510,0.00791341022685215
104512,0.0604517041933613
104520,0.274759784267957
104528,0.0593681586727648
104529,0.0142755873107965
104541,0.0569363575041089
104578,0.0243692186250434
104584,0.214732223282264
104588,0.143612859292286
104602,0.334132751205048
104610,0.0240452757073852
104611,0.196255927524269
104618,0.158031388039491
104620,0.0210874349803066
104622,0.0247653686724507
104624,0.0319607747474569
104625,0.11748829987262
104634,0.0874557746755443
104639,0.108286963878017
104646,0.0169384230481564
104647,0.0514251038783756
104652,0.0400080359620666
104670,0.0724392483110861
104677,0.0328708302904432
104685,0.159505238871212
104691,0.0278498365330188
104696,0.148006813141434
104699,0.0247437464692163
104712,0.0890646659339945
104714,0.0266337855727502
104717,0.0437711669121872
104718,0.00865367620655285
104740,0.056019302515679
104741,0.0220410232841612
104743,0.00843268985264757
104744,0.0292615054167774
104747,0.0948288958785626
104767,0.0634884827972002
104772,0.342625926004366
104776,0.239703509450736
104779,0.0304101416037407
104814,0.00768995138984696
104815,0.0548958464749648
104830,0.0684315527482179
104831,0.266133153356213
104833,0.0795679989373767
104839,0.0234619362701281
104840,0.0337239290632299
104860,0.23708653816196
104861,0.0239744213964415
104866,0.0284866272136474
104870,0.0133476367606524
104877,0.0648158085407734
104878,0.0192797778823013
104879,0.0261233061727595
104880,0.113794247595974
104899,0.019841725303212
104906,0.0446827759683966
104907,0.0789933483479434
104913,0.230551315347438
104916,0.0683389783579761
104921,0.0591299648084913
104930,0.0190925596124608
104931,0.295575208769678
104936,0.0669921378572899
104937,0.0797555076431508
104942,0.0252778589460246
104943,0.0688312715921492
104969,0.0668365303196971
104972,0.225089308489614
104988,0.119111143535102
105013,0.00813057695253814
105015,0.0292611096478253
105019,0.0305216995899951
105027,0.0619726085555421
105030,0.0470433737291988
105035,0.520153447383942
105041,0.0219289221705462
105051,0.20625054127242
105056,0.052367574623299
105067,0.580025293740469
105071,0.0701222554314145
105072,0.0311596149145912
105074,0.0679887508605292
105091,0.0589034634057461
105101,0.0415917848222035
105103,0.0390556325650449
105134,0.0469282398339455
105139,0.00787919168290817
105142,0.106559883798113
105146,0.124364862749942
105163,0.0972336268772554
105168,0.17264966545341
105172,0.0213807074982377
105176,0.39745704219797
105195,0.0777121458494435
105196,0.271146840297201
105197,0.00902158515869391
105203,0.0705376761859902
105223,0.227965560881155
105227,0.251294859782798
105228,0.0101414735111277
105230,0.161084274487247
105231,0.229802986726271
105239,0.0455544944706624
105242,0.139639500864155
105244,0.0912542347795176
105245,0.05034277219902
105248,0.0252935795082992
105249,0.0509487821315891
105266,0.135444627348983
105271,0.265541352483721
105276,0.0285811433333111
105282,0.0351690295586133
105292,0.206526031094952
105297,0.003820189106287
105332,0.0858241556120562
105333,0.0417758810348165
105343,0.125294194371442
105344,0.0520079098712718
105345,0.251033243008619
105357,0.0442456590227663
105359,0.112077146349783
105366,0.0793395525802169
105367,0.086483760805612
105370,0.007650398941625
105377,0.0575171069691577
105390,0.0176957568732723
105399,0.018631678642893
105403,0.160274136531126
105404,0.065570735895432
105414,0.0660924216869441
105417,0.045148197381438
105425,0.0862183436784458
105452,0.21837664409189
105454,0.0184335050096557
105456,0.158527124563242
105470,0.0504190716577938
105471,0.0261982428869944
105483,0.132662706043742
105493,0.0634074578926173
105508,0.0563851215965088
105514,0.0591839439343417
105515,0.0260037710819119
105528,0.157698328538325
105529,0.0208875837895416
105531,0.0678618967061786
105532,0.0483682566455815
105558,0.0251677092171983
105574,0.0392318312467786
105578,0.0113088312595143
105584,0.269183501451921
105595,0.0529711395055669
105617,0.0910073504280088
105618,0.0557124658521293
105621,0.0656897835863728
105625,0.0612325108368009
105629,0.0348157736709722
105630,0.0320950603959411
105634,0.0203092601099893
105635,0.0105111758944387
105641,0.230254395167115
105647,0.151622597842813
105648,0.104705098839293
105655,0.0375706364288507
105657,0.0250636501797865
105672,0.154577795960356
105678,0.22194887762634
105682,0.0966376327494686
105691,0.028947972635204
105692,0.0130753754829092
105706,0.0236929125426204
105712,0.0446978067541565
105720,0.0220659890993687
105734,0.0137622611580729
105735,0.0122222484427735
105736,0.127224005130106
105737,0.0122354619123842
105738,0.178507799625005
105740,0.466205402187353
105744,0.0374759552278673
105747,0.0453260727076056
105749,0.102868580463984
105754,0.0639933409815101
105758,0.0686951763701428
105760,0.0670550623578271
105767,0.203281409836711
105784,0.0557166314188449
105791,0.028863467177886
105802,0.116202849697393
105807,0.134263936082298
105809,0.0622277515268329
105816,0.0428701908503209
105817,0.0214228573291744
105824,0.0519829750071207
105832,0.0562350156174342
105856,0.0160201156715377
105865,0.0504936064241978
105899,0.100725756618533
105906,0.0210929371904049
105916,0.0907005862991745
105923,0.0458139693198296
105937,0.256722661260091
105965,0.0224401562836732
105966,0.0982074445716586
105968,0.10425750570204
105973,0.0523658228823414
105976,0.0533824155171172
105978,0.118862949207424
105979,0.0472342183911087
105991,0.0963173605079905
105998,0.118182030433613
105999,0.0305970246496185
106000,0.160447123980722
106001,0.0326612277746183
106010,0.0923501868701744
106011,0.00850359325908755
106013,0.207114907900511
106015,0.0232017359523272
106026,0.0165849276840793
106032,0.0429107205143412
106035,0.318223450761521
106040,0.0267614027016477
106041,0.120153423913769
106044,0.0183393932701601
106053,0.283516590917435
106054,0.0238971008327064
106065,0.101427094559024
106081,0.0403723571971994
106083,0.0727092474835232
106087,0.0256823595861679
106090,0.146928687787632
106101,0.064743326521381
106102,0.0780033842250977
106109,0.198976865901595
106116,0.119838652307507
106150,0.0146327684132813
106155,0.0969577384951098
106166,0.0125792986568748
106176,0.132482988512778
106189,0.0229030940911185
106199,0.0657105034857374
106205,0.130521217712206
106206,0.0334381293242151
106211,0.0286254989831136
106214,0.0306884634658536
106216,0.0305689844631383
106217,0.061512891362138
106225,0.0471493946221892
106249,0.0388120175961872
106256,0.156977983784847
106258,0.110240589956402
106261,0.0425637404542171
106262,0.0691521750197182
106264,0.0129815883691698
106271,0.0415481426702354
106276,0.0244642286837633
106277,0.21480395275453
106286,0.0817833221333192
106293,0.00672630697863572
106295,0.0559308483801653
106296,0.024972783399464
106297,0.126090348723603
106298,0.0224877604772605
106311,0.0133033130594427
106314,0.0613249424382876
106320,0.0518083432520503
106334,0.0581280405434491
106346,0.121639499911259
106347,0.0424501878868948
106349,0.0596861535984849
106354,0.0791199384570408
106360,0.0267596041884857
106373,0.118447318817455
106377,0.0632247130527852
106386,0.283817287279868
106387,0.0322446931670802
106391,0.0107023169146436
106401,0.213539333894704
106411,0.0398530333325252
106413,0.365685884261715
106426,0.225604651638526
106427,0.0613575951150592
106428,0.0940407641321973
106434,0.119186072991273
106438,0.0406895858338283
106440,0.0205447072044338
106441,0.0528901162448341
106452,0.114742041227699
106453,0.0809384167009209
106454,0.0566787122318294
106457,0.0850588277372673
106484,0.0218578292055661
106488,0.056241260193955
106491,0.155838185456791
106514,0.124056503259904
106527,0.0449698373714065
106528,0.0608454647100433
106529,0.0158110176715563
106534,0.26641033519434
106550,0.346647460734966
106577,0.0622192042549326
106585,0.0915539046244605
106590,0.0107238322855659
106607,0.0788301847940297
106610,0.101651049081765
106611,0.0568841973814194
106612,0.0944297556873036
106624,0.0226418214250046
106631,0.020735810466634
106647,0.235579702836986
106660,0.32856791955463
106674,0.016778524383494
106687,0.0244836067165396
106712,0.053871190684453
106713,0.102001406469282
106717,0.0400893867014891
106720,0.0549120801469956
106721,0.13658006791241
106724,0.0816320389239052
106735,0.0640826551514391
106739,0.148835751862721
106740,0.0955549274611833
106754,0.127035315078617
106760,0.238052063339132
106761,0.0361336532424999
106784,0.127706142517759
106787,0.0825863910675489
106797,0.0187063002365627
106798,0.16006040720979
106802,0.104598052955665
106803,0.0829757865638931
106804,0.241435044793627
106805,0.0272194052510398
106810,0.149567302378797
106812,0.146287480583443
106813,0.0527850592504117
106817,0.122687378586391
106822,0.0698435519270591
106823,0.029012224014467
106827,0.0402805532365245
106841,0.0679521573427238
106851,0.0712033715333419
106852,0.100119886003492
106853,0.0760161414366157
106854,0.40010846237959
106861,0.0313645430535967
106873,0.0830636232095685
106877,0.0312070822435642
106878,0.0227885448776997
106881,0.0832586656621272
106900,0.0167659008340511
106906,0.0508810851237254
106907,0.146680827279469
106914,0.110120471326201
106916,0.0852783379468501
106924,0.0194631393152141
106931,0.0260493840982596
106936,0.0429488907451734
106937,0.0575993799138058
106938,0.0288994472859618
106939,0.0695594394490663
106943,0.0380423107831869
106944,0.286740516412341
106967,0.0420473757260024
106980,0.0281573127803564
106986,0.0798758745593116
106987,0.00383922704477896
106990,0.0322409446476361
107013,0.0129417094913906
107023,0.0388838377653816
107033,0.0564705867249464
107037,0.116006826845348
107048,0.0469050754231188
107071,0.0291425672045436
107081,0.00989252597502841
107113,0.107203889184554
107130,0.0317566969414077
107131,0.0158727418750567
107145,0.170250432750078
107156,0.0608069600780123
107219,0.138735913879436
107222,0.0879511188277072
107223,0.192650360585401
107232,0.155915514906948
107245,0.0696354857304789
107246,0.0459366503119061
107247,0.0876886719857628
107256,0.0203405796153833
107259,0.0165551480624392
107260,0.0133113560860742
107279,0.167457847791939
107280,0.079589308643388
107281,0.036247555742638
107285,0.135312300102515
107329,0.00976440540764511
107337,0.0312398856039208
107349,0.1006978239678
107350,0.0223570170473093
107351,0.0267300207435678
107359,0.437865790173837
107391,0.0394206386211182
107394,0.0206469992920964
107395,0.0280932686037189
107406,0.0485214110934644
107416,0.104533778662252
107417,0.0191793937869902
107418,0.0653764447682006
107419,0.0484953846567067
107444,0.0150513382886802
107445,0.0394077083116587
107446,0.105443821315514
107460,0.144210707651101
107470,0.0723075768196626
107475,0.0851631406381811
107520,0.0307120214191816
107526,0.332214962655883
107527,0.0250042102217255
107530,0.0282785313568158
107532,0.0432765011130972
107534,0.111226157708563
107535,0.0601000828305514
107554,0.16008080835605
107556,0.0512342970411473
107559,0.180202096103026
107561,0.0101144998290646
107564,0.0363961230822643
107566,0.0146771290928713
107571,0.077776174436575
107590,0.249359724823057
107602,0.11261777260578
107625,0.0574331235100153
107626,0.340574445136473
107635,0.0201587563993719
107636,0.0900880914116086
107645,0.0416300400325936
107652,0.299685484054272
107655,0.0383535457299836
107668,0.0755944613552265
107670,0.0347913606023007
107677,0.0152256265196178
107680,0.288915733079723
107683,0.117961937714624
107684,0.0213108009459721
107691,0.0579767046505114
107692,0.0226400200173775
107703,0.0533665748643923
107709,0.0137099311368758
107710,0.118278920614458
107721,0.199303774144093
107725,0.0905196184620267
107727,0.0812400910950437
107739,0.0301132605193506
107740,0.0675669793314373
107741,0.031958849780303
107747,0.0299786288382764
107765,0.401803638359979
107768,0.0162006176571353
107775,0.159006415736346
107782,0.240623831087571
107790,0.0809801205294785
107801,0.0254175651580332
107807,0.0203256584156604
107811,0.0505584759073468
107817,0.0462179389300919
107826,0.0403667629731856
107838,0.110965635632204
107839,0.0420164896895918
107843,0.0915263913006076
107847,0.00962561650505511
107849,0.0707885893203588
107850,0.0724546512011922
107867,0.153354298365013
107871,0.137999627283849
107908,0.017940761683107
107913,0.0485039614010524
107927,0.0140389592483122
107931,0.0463543784273548
107955,0.0269212208738036
107962,0.155731813936452
107977,0.0847982129676851
107978,0.0600661622792446
107993,0.0359654381030134
108010,0.0646332057525592
108016,0.0348491877384755
108018,0.324505522674017
108027,0.0544244990667546
108045,0.263762490564724
108069,0.0658267062209501
108082,0.0240536106167151
108089,0.0547024958162739
108092,0.0323761066867461
108106,0.0433256660782327
108112,0.073233934438077
108120,0.109866933779055
108122,0.202804068276249
108135,0.0333177658798646
108170,0.0226122998643175
108171,0.0931373135983846
108177,0.0296384180355226
108180,0.0884273100227383
108183,0.0508561777524427
108184,0.0410558502710238
108185,0.0736700412837728
108192,0.102444553073101
108195,0.226935926232138
108196,0.292579137579727
108218,0.0373464831942375
108219,0.134588626013731
108243,0.0718366862543114
108249,0.0183341993816322
108251,0.0153521872358911
108274,0.0283773294349806
108280,0.332875559444532
108289,0.0521815860075893
108292,0.0313927554363963
108295,0.0804404096313828
108327,0.029383829285033
108332,0.0566796181249599
108346,0.0136554664942049
108349,0.161278731387135
108353,0.0696262302084649
108362,0.0598188261685141
108363,0.0224204864938055
108377,0.34185504641057
108378,0.079271258483727
108381,0.0247192723971124
108383,0.197300248287467
108390,0.0651798574495655
108407,0.033526192987848
108408,0.0507033725258816
108411,0.0764864330223601
108412,0.0414979787778777
108419,0.0359386699865998
108436,0.469485236970009
108437,0.101564028950582
108438,0.0723817653301152
108441,0.0895649891046644
108448,0.0346306175264745
108449,0.206928835762418
108466,0.021547977301799
108467,0.0633924776428863
108473,0.0927409639801863
108474,0.0833985872346089
108476,0.0372017739523225
108479,0.0317923145489631
108486,0.0198635408871649
